"";"filename";"X3rd.Party.Name";"Attributes";"AttributesPublic";"AttributesStatic";"BaseTags";"Classes";"Comments.Loc";"ConsoleOutput";"CtorsMax";"CtorsMaxName";"EmptyCatches";"EmptyOrNoCatch";"F.Args";"F.Args.Name";"F.GodFnRloc";"F.Mccc";"F.Mccc.Name";"F.Mccc.1.F.RLoc";"F.Mccc.1.F.RLoc.Name";"F.Nl";"F.Nl.Name";"F.RLoc";"F.RLoc.Name";"F.RLoc10.";"F.RLoc100.";"F.RLoc20.";"F.RLoc200.";"F.RLoc50.";"FriendClasses";"Functions";"FunctionsPub";"FunctionsUncommented";"Hacks";"Includes";"IsGenerated";"Lines140.";"Loc";"Loc.Comment";"Loc.Outcommented";"Mccc";"Nl";"Nl0.";"Nl1.";"Nl1..";"Nl1.Mean";"Nl10.";"Nl10..";"Nl10.Mean";"Nl2.";"Nl2..";"Nl2.Mean";"Nl3.";"Nl3..";"Nl3.Mean";"NL4";"Nl4..";"Nl4.Mean";"Nl5.";"Nl5..";"Nl5.Mean";"NL6";"Nl6..";"Nl6.Mean";"Nl7.";"Nl7..";"Nl7.Mean";"Nl8.";"Nl8..";"Nl8.Mean";"Nl9.";"Nl9..";"Nl9.Mean";"NlMean";"RLoc";"Templates";"TestsDisabled";"Todos";"Try.Nl";"Trys";"Trys.w.o.catch";"Uncommented.Complexity";"NL4.rel";"filetype"
"5703";"lucene/demo/src/java/org/apache/lucene/demo/SearchFiles.java";"Apache licensed";0;0;0;NA;1;"0.133891213389";17;1;"SearchFiles, line 41";0;0;6;"doPagingSearch, line 148";65;25;"main, line 46";"0.369230769231";"main, line 46";5;"doPagingSearch, line 148";65;"main, line 46";2;0;2;0;2;NA;3;2;1;0;18;NA;1;239;32;0;46;5;124;98;"0.790322580645";"2.29591836735";0;"0.0";"0";72;"0.58064516129";"2.76388888889";35;"0.282258064516";"3.57142857143";16;"0.129032258065";"4.25";4;"0.0322580645161";"5.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"1.81451612903";148;NA;0;0;0;0;0;15;0,108108108108108;"java"
"5704";"lucene/demo/src/java/org/apache/lucene/demo/IndexFiles.java";"Apache licensed";0;0;0;NA;1;"0.360576923077";7;1;"IndexFiles, line 52";1;1;3;"indexDoc, line 168";NA;8;"main, line 57";"0.184210526316";"main, line 57";4;"indexDocs, line 149";38;"main, line 57";3;0;1;0;0;NA;4;1;1;0;25;NA;0;208;75;2;10;4;60;46;"0.766666666667";"1.47826086957";0;"0.0";"0";17;"0.283333333333";"2.29411764706";4;"0.0666666666667";"3.25";1;"0.0166666666667";"4.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"1.13333333333";91;NA;0;0;1;2;0;0;0,010989010989011;"java"
"5705";"lucene/demo/src/java/org/apache/lucene/demo/facet/AssociationsFacetsExample.java";"Apache licensed";0;0;0;NA;1;"0.236363636364";4;1;"AssociationsFacetsExample, line 48";0;0;1;"main, line 158";NA;1;"";"0.0";"";0;"";15;"index, line 64";3;0;0;0;0;NA;7;4;0;0;25;NA;0;165;39;0;1;0;54;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";91;NA;0;0;0;0;0;0;0;"java"
"5707";"lucene/demo/src/java/org/apache/lucene/demo/facet/SimpleFacetsExample.java";"Apache licensed";0;0;0;NA;1;"0.196850393701";14;1;"SimpleFacetsExample, line 48";0;0;1;"main, line 229";NA;2;"main, line 229";"0.0555555555556";"main, line 229";1;"main, line 229";25;"index, line 60";6;0;1;0;0;NA;11;6;0;0;25;NA;0;254;50;0;2;1;99;1;"0.010101010101";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.010101010101";140;NA;0;0;0;0;0;0;0;"java"
"5708";"lucene/demo/src/java/org/apache/lucene/demo/facet/DistanceFacetsExample.java";"Apache licensed";1;0;0;NA;1;"0.210727969349";6;1;"DistanceFacetsExample, line 57";0;0;3;"getBoundingBoxQuery, line 140";NA;6;"getBoundingBoxQuery, line 140";"0.147058823529";"getBoundingBoxQuery, line 140";2;"getBoundingBoxQuery, line 140";34;"getBoundingBoxQuery, line 140";4;0;2;0;0;NA;8;7;0;0;34;NA;1;261;55;0;6;2;96;26;"0.270833333333";"1.15384615385";0;"0.0";"0";4;"0.0416666666667";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.3125";151;NA;0;2;1;1;0;0;0;"java"
"5709";"lucene/demo/src/java/org/apache/lucene/demo/facet/ExpressionAggregationFacetsExample.java";"Apache licensed";0;0;0;NA;1;"0.25";3;1;"ExpressionAggregationFacetsExample, line 51";0;0;1;"main, line 122";NA;1;"";"0.0";"";0;"";15;"index, line 61";2;0;0;0;0;NA;5;3;0;0;28;NA;0;128;32;0;1;0;35;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";73;NA;0;0;0;0;0;0;0;"java"
"5710";"lucene/demo/src/java/org/apache/lucene/demo/facet/RangeFacetsExample.java";"Apache licensed";1;0;0;NA;1;"0.244444444444";7;1;"RangeFacetsExample, line 44";0;0;1;"drillDown, line 102";NA;2;"index, line 58";"0.1";"index, line 58";1;"index, line 58";11;"main, line 119";2;0;0;0;0;NA;7;6;0;0;22;NA;0;135;33;0;2;1;34;5;"0.147058823529";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.147058823529";72;NA;0;0;0;0;0;0;0;"java"
"5711";"lucene/demo/src/java/org/apache/lucene/demo/facet/SimpleSortedSetFacetsExample.java";"Apache licensed";0;0;0;NA;1;"0.20625";8;1;"SimpleSortedSetFacetsExample, line 48";0;0;1;"main, line 147";NA;1;"";"0.0";"";0;"";23;"index, line 58";4;0;1;0;0;NA;7;4;0;0;22;NA;0;160;33;0;1;0;59;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";92;NA;0;0;0;0;0;0;0;"java"
"5712";"lucene/demo/src/java/org/apache/lucene/demo/facet/MultiCategoryListsFacetsExample.java";"Apache licensed";0;0;0;NA;1;"0.202898550725";4;1;"MultiCategoryListsFacetsExample, line 45";0;0;1;"main, line 131";NA;1;"";"0.0";"";0;"";25;"index, line 59";2;0;1;0;0;NA;5;3;0;0;22;NA;0;138;28;0;1;0;48;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";80;NA;0;0;0;0;0;0;0;"java"
"5713";"lucene/demo/src/java/org/apache/lucene/demo/xmlparser/FormBasedXmlQueryDemo.java";"Apache licensed";4;0;0;NA;1;"0.216049382716";0;1;"FormBasedXmlQueryDemo, line 59";0;0;2;"doPost, line 92";NA;6;"doPost, line 92";"0.238095238095";"doPost, line 92";3;"doPost, line 92";22;"openExampleIndex, line 131";3;0;2;0;0;NA;4;2;1;0;31;NA;0;162;35;0;8;3;53;33;"0.622641509434";"1.45454545455";0;"0.0";"0";13;"0.245283018868";"2.15384615385";2;"0.0377358490566";"3.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.905660377358";96;NA;0;0;1;2;0;0;0;"java"
"5715";"lucene/demo/src/test/org/apache/lucene/demo/TestDemo.java";"Apache licensed";0;0;0;NA;1;"0.309090909091";0;0;"";0;1;3;"testOneSearch, line 29";NA;1;"";"0.0";"";2;"testOneSearch, line 29";11;"testOneSearch, line 29";1;0;0;0;0;NA;2;1;0;0;5;NA;0;55;17;0;1;2;20;9;"0.45";"1.11111111111";0;"0.0";"0";1;"0.05";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.5";29;NA;0;0;1;1;1;0;0;"java"
"5716";"lucene/demo/src/test/org/apache/lucene/demo/facet/TestAssociationsFacetsExample.java";"Apache licensed";0;0;0;NA;1;"0.380952380952";0;0;"";0;0;0;"";NA;1;"";"0.0";"";0;"";4;"testExamples, line 29";0;0;0;0;0;NA;2;2;0;0;4;NA;0;42;16;0;1;0;6;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";16;NA;0;0;0;0;0;0;0;"java"
"5717";"lucene/demo/src/test/org/apache/lucene/demo/facet/TestExpressionAggregationFacetsExample.java";"Apache licensed";0;0;0;NA;1;"0.516129032258";0;0;"";0;0;0;"";NA;1;"";"0.0";"";0;"";2;"testSimple, line 27";0;0;0;0;0;NA;1;1;0;0;3;NA;0;31;16;0;1;0;2;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";9;NA;0;0;0;0;0;0;0;"java"
"5718";"lucene/demo/src/test/org/apache/lucene/demo/facet/TestDistanceFacetsExample.java";"Apache licensed";0;0;0;NA;1;"0.380952380952";0;0;"";0;0;0;"";NA;1;"";"0.0";"";0;"";5;"testSimple, line 27";0;0;0;0;0;NA;2;2;0;0;3;NA;0;42;16;0;1;0;10;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";17;NA;0;0;0;0;0;0;0;"java"
"5719";"lucene/demo/src/test/org/apache/lucene/demo/facet/TestSimpleFacetsExample.java";"Apache licensed";0;0;0;NA;1;"0.275862068966";0;0;"";0;0;0;"";NA;1;"";"0.0";"";0;"";4;"testFacetOnly, line 29";0;0;0;0;0;NA;4;4;0;0;4;NA;0;58;16;0;1;0;13;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";27;NA;0;0;0;0;0;0;0;"java"
"5720";"lucene/demo/src/test/org/apache/lucene/demo/facet/TestMultiCategoryListsFacetsExample.java";"Apache licensed";0;0;0;NA;1;"0.457142857143";0;0;"";0;0;0;"";NA;1;"";"0.0";"";0;"";4;"testExample, line 29";0;0;0;0;0;NA;1;1;0;0;4;NA;0;35;16;0;1;0;4;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";12;NA;0;0;0;0;0;0;0;"java"
"5721";"lucene/demo/src/test/org/apache/lucene/demo/facet/TestSimpleSortedSetFacetsExample.java";"Apache licensed";0;0;0;NA;1;"0.395348837209";0;0;"";0;0;0;"";NA;1;"";"0.0";"";0;"";4;"testSimple, line 31";0;0;0;0;0;NA;2;2;0;0;4;NA;0;43;17;0;1;0;6;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";16;NA;0;0;0;0;0;0;0;"java"
"5722";"lucene/demo/src/test/org/apache/lucene/demo/facet/TestRangeFacetsExample.java";"Apache licensed";0;0;0;NA;1;"0.355555555556";0;0;"";0;0;0;"";NA;1;"";"0.0";"";0;"";5;"testSimple, line 28";0;0;0;0;0;NA;2;2;0;0;4;NA;1;45;16;0;1;0;10;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";21;NA;0;0;0;0;0;0;0;"java"
"5724";"lucene/grouping/src/java/org/apache/lucene/search/grouping/BlockGroupingCollector.java";"Apache licensed";20;0;0;NA;3;"0.305220883534";0;1;"BlockGroupingCollector, line 67";0;0;5;"getTopGroups, line 275";49;19;"collect, line 370";"0.367346938776";"collect, line 370";4;"processGroup, line 138";49;"collect, line 370";5;0;3;0;0;NA;9;6;2;0;18;NA;2;498;152;23;45;4;178;123;"0.691011235955";"1.86178861789";0;"0.0";"0";75;"0.421348314607";"2.41333333333";27;"0.151685393258";"3.14814814815";4;"0.0224719101124";"4.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"1.28651685393";243;NA;0;4;0;0;0;0;0,0164609053497942;"java"
"5725";"lucene/grouping/src/java/org/apache/lucene/search/grouping/GroupDocs.java";"Apache licensed";0;0;0;NA;1;"0.491803278689";0;1;"GroupDocs, line 24";0;0;6;"GroupDocs, line 48";NA;1;"";"0.0";"";0;"";6;"GroupDocs, line 48";0;0;0;0;0;NA;1;1;0;0;1;NA;0;61;30;0;1;0;6;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";21;NA;0;0;0;0;0;0;0;"java"
"5726";"lucene/grouping/src/java/org/apache/lucene/search/grouping/FirstPassGroupingCollector.java";"Apache licensed";4;0;0;NA;1;"0.298342541436";0;1;"FirstPassGroupingCollector, line 44";0;0;2;"FirstPassGroupingCollector, line 72";66;22;"collect, line 159";"0.5";"setScorer, line 152";4;"buildSortedSet, line 310";66;"collect, line 159";4;0;2;0;1;NA;7;5;1;0;13;NA;1;362;108;5;38;4;122;81;"0.66393442623";"1.65432098765";0;"0.0";"0";37;"0.303278688525";"2.43243243243";14;"0.114754098361";"3.14285714286";2;"0.016393442623";"4.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"1.09836065574";161;NA;0;3;0;0;0;0;0,0124223602484472;"java"
"5727";"lucene/grouping/src/java/org/apache/lucene/search/grouping/TopGroups.java";"Apache licensed";0;0;0;NA;1;"0.240816326531";0;2;"TopGroups, line 28";0;0;6;"TopGroups, line 51";103;21;"merge, line 98";"0.194174757282";"merge, line 98";4;"merge, line 98";103;"merge, line 98";1;1;1;0;1;NA;3;3;0;0;5;NA;6;245;59;7;21;4;117;88;"0.752136752137";"1.69318181818";0;"0.0";"0";47;"0.401709401709";"2.29787234043";13;"0.111111111111";"3.07692307692";1;"0.00854700854701";"4.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"1.2735042735";138;NA;0;0;0;0;0;0;0,0072463768115942;"java"
"5728";"lucene/grouping/src/java/org/apache/lucene/search/grouping/FakeScorer.java";"Apache licensed";3;0;0;NA;1;"0.301886792453";0;1;"FakeScorer, line 24";0;0;0;"";NA;1;"";"0.0";"";0;"";1;"FakeScorer, line 30";0;0;0;0;0;NA;5;4;0;0;3;NA;0;53;16;0;1;0;5;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";22;NA;0;0;0;0;0;0;0;"java"
"5729";"lucene/grouping/src/java/org/apache/lucene/search/grouping/GroupingSearch.java";"Apache licensed";14;0;0;NA;1;"0.41504178273";0;5;"GroupingSearch, line 44";0;0;4;"search, line 118";NA;12;"groupByFieldOrFunction, line 129";"0.333333333333";"search, line 118";2;"groupByFieldOrFunction, line 129";33;"groupByFieldOrFunction, line 129";1;0;1;0;0;NA;22;19;1;0;18;NA;0;359;149;0;14;2;82;14;"0.170731707317";"1.14285714286";0;"0.0";"0";2;"0.0243902439024";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.19512195122";143;NA;0;0;0;0;0;1;0;"java"
"5730";"lucene/grouping/src/java/org/apache/lucene/search/grouping/SecondPassGroupingCollector.java";"Apache licensed";5;0;0;NA;2;"0.260355029586";0;1;"SecondPassGroupingCollector, line 47";0;0;7;"SecondPassGroupingCollector, line 61";NA;6;"SecondPassGroupingCollector, line 61";"0.5";"setScorer, line 97";2;"SecondPassGroupingCollector, line 61";18;"getTopGroups, line 130";2;0;0;0;0;NA;7;6;1;0;14;NA;0;169;44;3;11;2;45;20;"0.444444444444";"1.1";0;"0.0";"0";2;"0.0444444444444";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.488888888889";88;NA;0;1;0;0;0;0;0;"java"
"5731";"lucene/grouping/src/java/org/apache/lucene/search/grouping/DistinctValuesCollector.java";"Apache licensed";0;0;0;NA;2;"0.525423728814";0;0;"";0;0;1;"GroupCount, line 48";NA;1;"";"0.0";"";0;"";2;"GroupCount, line 48";0;0;0;0;0;NA;2;2;0;0;4;NA;0;59;31;0;1;0;3;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";16;NA;0;0;0;0;0;0;0;"java"
"5732";"lucene/grouping/src/java/org/apache/lucene/search/grouping/SearchGroup.java";"Apache licensed";6;2;0;NA;5;"0.183381088825";0;0;"";0;0;4;"merge, line 342";39;12;"updateNextGroup, line 217";"1.0";"hashCode, line 75";5;"updateNextGroup, line 217";39;"updateNextGroup, line 217";3;0;2;0;0;NA;16;14;3;0;13;NA;2;349;64;12;38;5;128;80;"0.625";"1.8125";0;"0.0";"0";41;"0.3203125";"2.58536585366";17;"0.1328125";"3.41176470588";6;"0.046875";"4.16666666667";1;"0.0078125";"5.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"1.1328125";189;NA;0;0;0;0;0;0;0,0317460317460317;"java"
"5733";"lucene/grouping/src/java/org/apache/lucene/search/grouping/Grouper.java";"Apache licensed";2;0;0;NA;1;"0.625";0;0;"";0;0;NA;"";NA;NA;"";"";"";NA;"";NA;"";0;0;0;0;0;NA;0;0;0;0;3;NA;0;56;35;0;1;NA;0;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0";11;NA;0;0;0;0;0;0;0;"java"
"5734";"lucene/grouping/src/java/org/apache/lucene/search/grouping/AllGroupsCollector.java";"Apache licensed";0;0;0;NA;1;"0.641791044776";0;0;"";0;0;1;"setScorer, line 61";NA;1;"";"0.0";"";0;"";1;"getGroupCount, line 45";0;0;0;0;0;NA;3;3;0;0;5;NA;0;67;43;0;1;0;2;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";15;NA;0;0;0;0;0;0;0;"java"
"5735";"lucene/grouping/src/java/org/apache/lucene/search/grouping/AllGroupHeadsCollector.java";"Apache licensed";6;0;0;NA;3;"0.443181818182";0;1;"AllGroupHeadsCollector, line 32";0;0;2;"GroupHead, line 150";NA;6;"collect, line 102";"0.384615384615";"collect, line 102";2;"collect, line 102";13;"collect, line 102";1;0;0;0;0;NA;6;3;1;0;5;NA;0;176;78;0;8;2;30;10;"0.333333333333";"1.3";0;"0.0";"0";3;"0.1";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.433333333333";58;NA;0;0;0;0;0;0;0;"java"
"5736";"lucene/grouping/src/java/org/apache/lucene/search/grouping/GroupFacetCollector.java";"Apache licensed";9;0;0;NA;5;"0.225308641975";0;1;"GroupFacetCollector, line 37";0;0;5;"GroupedFacetResult, line 154";30;8;"mergeSegmentResults, line 67";"0.833333333333";"equals, line 240";4;"mergeSegmentResults, line 67";30;"mergeSegmentResults, line 67";3;0;1;0;0;NA;20;16;1;0;11;NA;0;324;73;0;22;4;90;34;"0.377777777778";"1.61764705882";0;"0.0";"0";14;"0.155555555556";"2.5";6;"0.0666666666667";"3.16666666667";1;"0.0111111111111";"4.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.611111111111";160;NA;0;0;0;0;0;0;0,00625;"java"
"5737";"lucene/grouping/src/java/org/apache/lucene/search/grouping/CollectedSearchGroup.java";"Apache licensed";2;0;0;NA;1;"0.75";0;0;"";0;0;NA;"";NA;NA;"";"";"";NA;"";NA;"";0;0;0;0;0;NA;0;0;0;0;1;NA;0;28;21;0;1;NA;0;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0";5;NA;0;0;0;0;0;0;0;"java"
"5738";"lucene/grouping/src/java/org/apache/lucene/search/grouping/function/FunctionAllGroupHeadsCollector.java";"Apache licensed";4;0;0;NA;2;"0.201257861635";0;1;"FunctionAllGroupHeadsCollector, line 41";0;0;3;"FunctionAllGroupHeadsCollector, line 60";NA;3;"FunctionAllGroupHeadsCollector, line 60";"0.5";"setScorer, line 94";2;"setScorer, line 94";10;"retrieveGroupHeadAndAddIfNotExist, line 74";2;0;0;0;0;NA;9;5;0;0;14;NA;0;159;32;0;10;2;46;17;"0.369565217391";"1.11764705882";0;"0.0";"0";2;"0.0434782608696";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.413043478261";90;NA;0;0;0;0;0;0;0;"java"
"5739";"lucene/grouping/src/java/org/apache/lucene/search/grouping/function/FunctionSecondPassGroupingCollector.java";"Apache licensed";2;0;0;NA;1;"0.4625";0;1;"FunctionSecondPassGroupingCollector, line 38";0;0;9;"FunctionSecondPassGroupingCollector, line 60";NA;1;"";"0.0";"";0;"";4;"doSetNextReader, line 73";0;0;0;0;0;NA;3;1;0;0;11;NA;1;80;37;0;1;0;9;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";31;NA;0;0;0;0;0;0;0;"java"
"5741";"lucene/grouping/src/java/org/apache/lucene/search/grouping/function/FunctionGrouper.java";"Apache licensed";0;0;0;NA;1;"0.31884057971";0;1;"FunctionGrouper, line 37";0;0;7;"getSecondPassCollector, line 66";NA;1;"";"0.0";"";0;"";2;"FunctionGrouper, line 45";0;0;0;0;0;NA;5;5;0;0;12;NA;2;69;22;0;1;0;6;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";31;NA;0;0;0;0;0;0;0;"java"
"5742";"lucene/grouping/src/java/org/apache/lucene/search/grouping/function/FunctionDistinctValuesCollector.java";"Apache licensed";4;0;0;NA;1;"0.247058823529";0;1;"FunctionDistinctValuesCollector, line 38";0;0;4;"FunctionDistinctValuesCollector, line 50";NA;2;"FunctionDistinctValuesCollector, line 50";"0.2";"collect, line 66";1;"FunctionDistinctValuesCollector, line 50";6;"FunctionDistinctValuesCollector, line 50";0;0;0;0;0;NA;4;3;0;0;12;NA;1;85;21;0;3;1;18;3;"0.166666666667";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.166666666667";47;NA;0;0;0;0;0;0;0;"java"
"5743";"lucene/grouping/src/java/org/apache/lucene/search/grouping/function/FunctionAllGroupsCollector.java";"Apache licensed";2;0;0;NA;1;"0.40243902439";0;1;"FunctionAllGroupsCollector, line 42";0;0;2;"FunctionAllGroupsCollector, line 57";NA;2;"collect, line 68";"0.333333333333";"collect, line 68";1;"collect, line 68";3;"collect, line 68";0;0;0;0;0;NA;4;3;0;0;10;NA;0;82;33;0;2;1;9;1;"0.111111111111";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.111111111111";33;NA;0;0;0;0;0;0;0;"java"
"5744";"lucene/grouping/src/java/org/apache/lucene/search/grouping/function/FunctionFirstPassGroupingCollector.java";"Apache licensed";2;0;0;NA;1;"0.418604651163";0;1;"FunctionFirstPassGroupingCollector, line 35";0;0;4;"FunctionFirstPassGroupingCollector, line 57";NA;2;"copyDocGroupValue, line 70";"0.25";"copyDocGroupValue, line 70";1;"copyDocGroupValue, line 70";4;"copyDocGroupValue, line 70";0;0;0;0;0;NA;4;1;0;0;8;NA;1;86;36;0;2;1;13;2;"0.153846153846";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.153846153846";34;NA;0;0;0;0;0;0;0;"java"
"5745";"lucene/grouping/src/java/org/apache/lucene/search/grouping/term/TermGroupFacetCollector.java";"Apache licensed";5;0;0;NA;6;"0.106024096386";0;1;"TermGroupFacetCollector, line 40";0;0;6;"SegmentResult, line 387";48;14;"doSetNextReader, line 308";"0.428571428571";"SegmentResult, line 197";3;"doSetNextReader, line 308";48;"doSetNextReader, line 308";5;0;4;0;0;NA;16;3;5;0;13;NA;1;415;44;0;54;3;189;103;"0.544973544974";"1.21359223301";0;"0.0";"0";21;"0.111111111111";"2.04761904762";1;"0.00529100529101";"3.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.661375661376";248;NA;0;0;0;0;0;0;0;"java"
"5746";"lucene/grouping/src/java/org/apache/lucene/search/grouping/term/TermDistinctValuesCollector.java";"Apache licensed";3;0;0;NA;2;"0.197530864198";0;1;"TermDistinctValuesCollector, line 39";0;0;3;"TermDistinctValuesCollector, line 57";NA;9;"collect, line 69";"0.533333333333";"doSetNextReader, line 127";3;"doSetNextReader, line 127";28;"collect, line 69";2;0;1;0;0;NA;6;3;2;0;12;NA;0;162;32;0;20;3;57;30;"0.526315789474";"1.3";0;"0.0";"0";8;"0.140350877193";"2.125";1;"0.0175438596491";"3.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.684210526316";89;NA;0;0;0;0;0;0;0;"java"
